,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
1052,Larvae_Fish,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Hunter_1990,https://books.google.com.ar/books?hl=es&lr=&id=TZbRp0z5-p0C&oi=fnd&pg=PA287&dq=larvae+fish+feeding&ots=QoUrG4fw5-&sig=-OLyyd-N0X_49LjM4shDvH5uXps#v=onepage&q=larvae%20fish%20feeding&f=false,
1053,Larvae_Nauplii,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Capitanio_pers.com.,NA,
1054,Oithona_spp,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Llopiz_2013,https://doi.org/10.1016/j.jmarsys.2012.05.002,Aggregated: Oithona_atlantica and Oithona_similis
1055,Phytoplankton *,Phytoplankton,Larvae_Fish,Zooplankton,Hunter,Primary producer,Llopiz_2013,https://doi.org/10.1016/j.jmarsys.2012.05.002,
1056,Bacillariophyceae *,Bacillariophyceae,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,* need to be more specific (which Bacillariophyceae?)
1057,Emiliania_huxleyi,Coccolithophorids,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1058,Gymnodinium_sp,Dinoflagellates,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1059,Phaeocystis_antarctica,Coccolithophorids,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1060,Strombidium_sp,Ciliates,Larvae_Nauplii,Zooplankton,Suspension-feeder,Heterotroph,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1061,Actiniaria *,Cnidaria,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Actiniaria?)
1062,Aega_semicarinata,Isopoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1063,Ascidiacea *,Ascidiacea,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Ascidiacea?)
1064,Austrodoris_sp,Gastropoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1065,Copepoda *,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,* need to be more specific (which Copepoda?)
1066,Eggs_Fish,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1067,Euphausia_spp,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,Inferred from Euphausia_sp
1068,Euphausia_spp,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1069,Holothuroidea *,Echinodermata,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Holothuroidea?)
1070,Laetmonice_producta,Polychaeta,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1071,Lepidonotothen_squamifrons,Fish_BenPel,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1072,Ophiuroidea *,Echinodermata,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Ophiuroidea?)
1073,Polychaeta *,Polychaeta,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Polychaeta?)
1074,Pseudosagitta_gazellae,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1075,Themisto_gaudichaudii,Amphipoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1076,Themisto_gaudichaudii,Amphipoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1077,Tinerfe_cyanea,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1078,Aspidostoma_giganteum,Bryozoa,Leptochiton_kerguelensis,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.,NA,"Inferred from Bryozoan colony form (Taylor et al. 2013, https://doi.org/10.1111/sed.12032)"
1079,Detritus,Non-living,Leptochiton_kerguelensis,Polyplacophora,Deposit-feeder,Detritus,Sirenko_abstract,NA,Congress abstract got from D Urteaga
1080,Phytoplankton *,Phytoplankton,Leptochiton_kerguelensis,Polyplacophora,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4942178,* which Phytoplankton is epiphytic? consultar con Ire y cia
1081,Phytoplankton *,Phytoplankton,Leptochiton_kerguelensis,Polyplacophora,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4942178,"* Grazing, need to be more specific (which Phytoplankton?)"
1082,Aspidostoma_giganteum,Bryozoa,Leptochiton_medinae,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.,NA,"Inferred from Bryozoan colony form (Taylor et al. 2013, https://doi.org/10.1111/sed.12032)"
1083,Detritus,Non-living,Leptochiton_medinae,Polyplacophora,Deposit-feeder,Detritus,Urteaga_pers.com.,NA,Congress abstract got from D Urteaga
1084,Phytoplankton *,Phytoplankton,Leptochiton_medinae,Polyplacophora,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4942208,* which Phytoplankton is epiphytic? consultar con Ire y cia
1085,Phytoplankton *,Phytoplankton,Leptochiton_medinae,Polyplacophora,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4942208,"* Grazing, need to be more specific (which Phytoplankton?)"
1086,Detritus,Non-living,Leptychaster_sp,Echinodermata,Deposit-feeder,Detritus,Gale_etal_2013,https://doi.org/10.1016/j.dsr.2013.05.016,
1087,Detritus,Non-living,Leucon_septemdentatus,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.,NA,
1088,Polychaeta *,Polychaeta,Leucosyrinx_angusteplicata,Gastropoda,Hunter,Heterotroph,Pastorino_pers.com.,NA,* need to be more specific (which Polychaeta?)
1089,Phytoplankton *,Phytoplankton,Limopsis_sp,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/46466341,
1090,Detritus,Non-living,Liotella_crassicostata,Gastropoda,Deposit-feeder,Detritus,Encyclopedia of Life,https://eol.org/pages/33077165,
1091,Phytoplankton *,Phytoplankton,Liothyrella_uva,Brachiopoda,Suspension-feeder,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* need to be more specific (which Phytoplankton?)
1092,Phytoplankton *,Phytoplankton,Litarcturus_americanus,Isopoda,Suspension-feeder,Primary producer,Doti_pers.com.,NA,* consultar por phytoplankton resuspendido
1093,Austrocidaris_canaliculata,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1094,Austrocidaris_spinulosida,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1095,Liothyrella_uva,Brachiopoda,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1096,Magellania_venosa,Brachiopoda,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1097,Necromass,Non-living,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1098,Porifera *,Porifera,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1099,Pseudechinus_magellanicus,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1100,Schizasteridae,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1101,Sterechinus_agassizii,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1102,Terebratella_dorsata,Brachiopoda,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1103,Thouarella_antarctica,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1104,Thouarella_chilensis,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1105,Thouarella_sp,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1106,Thouarella_variabilis,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1107,Thouarella_viridis,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1108,Austrocidaris_canaliculata,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1109,Austrocidaris_spinulosida,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1110,Liothyrella_uva,Brachiopoda,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1111,Magellania_venosa,Brachiopoda,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1112,Necromass,Non-living,Lithodes_couesi,Decapoda,Suspension-feeder,Detritus,Lovrich_pers.com.,NA,
1113,Porifera *,Porifera,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1114,Pseudechinus_magellanicus,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1115,Schizasteridae,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1116,Sterechinus_agassizii,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1117,Terebratella_dorsata,Brachiopoda,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1118,Thouarella_antarctica,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1119,Thouarella_chilensis,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1120,Thouarella_sp,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1121,Thouarella_variabilis,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1122,Thouarella_viridis,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1123,Austrocidaris_canaliculata,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1124,Austrocidaris_spinulosida,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1125,Necromass,Non-living,Lithodes_turkayi,Decapoda,Suspension-feeder,Detritus,Lovrich_pers.com.,NA,
1126,Porifera *,Porifera,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1127,Pseudechinus_magellanicus,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1128,Schizasteridae,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1129,Sterechinus_agassizii,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1130,Thouarella_antarctica,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1131,Thouarella_chilensis,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1132,Thouarella_sp,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1133,Thouarella_variabilis,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1134,Thouarella_viridis,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,
1135,Cirratulidae,Polychaeta,Lumbrineriidae,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Cirratulidae,
1136,Isopoda *,Isopoda,Lysasterias_sp,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,* need to be more specific (which Isopoda?)
1137,Phytoplankton *,Phytoplankton,Lysasterias_sp,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,NA,
1138,Munida_gregaria,Amphipoda,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,Copello_etal_2008,https://doi.org/10.3354/esr00118,
1139,Dissostichus_eleginoides,Fish_BenPel,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dissostichus%20eleginoides,
1140,Doryteuthis_gahi,Cephalopoda,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,Copello_etal_2008,https://doi.org/10.3354/esr00118,Inferred from Cephalopoda
1141,Euphausia_spp,Zooplankton,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,Inferred from Euphausia_superba
1142,Micromesistius_australis,Fish_Pel,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1143,Necromass,Non-living,Macronectes_giganteus,SeaBirds,Scavenger,Necromass,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1144,Sprattus_fuegensis,Fish_Pel,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1145,Dissostichus_eleginoides,Fish_BenPel,Macronectes_halli,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dissostichus%20eleginoides,
1146,Doryteuthis_gahi,Cephalopoda,Macronectes_halli,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
1147,Euphausia_spp,Zooplankton,Macronectes_halli,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,Inferred from Euphausia_superba
1148,Micromesistius_australis,Fish_Pel,Macronectes_halli,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1149,Necromass,Non-living,Macronectes_halli,SeaBirds,Scavenger,Necromass,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1150,Sprattus_fuegensis,Fish_Pel,Macronectes_halli,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1151,Dictyocha_speculum,Silicoflagellates,Macrouridae *,Fish_BenPel,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dictyocha%20speculum,* need to be more specific (which Macrouridae?)
1152,Pelagobia_longicirrata,Polychaeta,Macrouridae *,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelagobia%20longicirrata,
1153,Actiniaria *,Cnidaria,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Actiniaria?)
1154,Amphipoda *,Amphipoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1155,Campylonotus_vagans,Decapoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1156,Coelorinchus_fasciatus,Fish_Demersal,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1157,Eukrohnia_hamata,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Chaetognatha
1158,Euphausia_spp,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Euphausiacea
1159,Holothuroidea *,Echinodermata,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1160,Iluocoetes_fimbriatus,Fish_Demersal,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1161,Isopoda *,Isopoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7309&genus=Macrourus&species=carinatus,* need to be more specific (which Isopoda?)
1162,Isopoda *,Isopoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Isopoda?)
1163,Ophiuroidea *,Echinodermata,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7309&genus=Macrourus&species=carinatus,* need to be more specific (which Ophiuroidea?)
1164,Pagurus_comptus,Decapoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7309&genus=Macrourus&species=carinatus,
1165,Pagurus_forceps,Decapoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7309&genus=Macrourus&species=carinatus,
1166,Patagonotothen_ramsayi,Fish_BenPel,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1167,Polychaeta *,Polychaeta,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46564612,* need to be more specific (which Polychaeta?)
1168,Pseudosagitta_gazellae,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Chaetognatha
1169,Serratosagitta_tasmanica,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Chaetognatha
1170,Sprattus_fuegensis,Fish_Pel,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1171,Thymops_birsteini,Decapoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1172,Tinerfe_cyanea,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Ctenophora
1173,Actiniaria *,Cnidaria,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Actiniaria?)
1174,Amphipoda *,Amphipoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,* need to be more specific (which Amphipoda?)
1175,Bivalvia *,Bivalvia,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Bivalvia?)
1176,Campylonotus_vagans,Decapoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1177,Copepoda *,Zooplankton,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,* need to be more specific (which Copepoda?)
1178,Decapoda *,Decapoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,* need to be more specific (which Decapoda?)
