,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
1099,Pseudechinus_magellanicus,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1100,Schizasteridae,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1101,Sterechinus_agassizii,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1102,Terebratella_dorsata,Brachiopoda,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1103,Thouarella_antarctica,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1104,Thouarella_chilensis,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1105,Thouarella_sp,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1106,Thouarella_variabilis,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1107,Thouarella_viridis,Cnidaria,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1108,Austrocidaris_canaliculata,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1109,Austrocidaris_spinulosida,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1110,Liothyrella_uva,Brachiopoda,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1111,Magellania_venosa,Brachiopoda,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1112,Necromass,Non-living,Lithodes_couesi,Decapoda,Suspension-feeder,Detritus,Lovrich_pers.com.,,
1113,Porifera *,Porifera,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1114,Pseudechinus_magellanicus,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1115,Schizasteridae,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1116,Sterechinus_agassizii,Echinodermata,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1117,Terebratella_dorsata,Brachiopoda,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1118,Thouarella_antarctica,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1119,Thouarella_chilensis,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1120,Thouarella_sp,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1121,Thouarella_variabilis,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1122,Thouarella_viridis,Cnidaria,Lithodes_couesi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1123,Austrocidaris_canaliculata,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1124,Austrocidaris_spinulosida,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1125,Necromass,Non-living,Lithodes_turkayi,Decapoda,Suspension-feeder,Detritus,Lovrich_pers.com.,,
1126,Porifera *,Porifera,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1127,Pseudechinus_magellanicus,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1128,Schizasteridae,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1129,Sterechinus_agassizii,Echinodermata,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1130,Thouarella_antarctica,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1131,Thouarella_chilensis,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1132,Thouarella_sp,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1133,Thouarella_variabilis,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1134,Thouarella_viridis,Cnidaria,Lithodes_turkayi,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1135,Cirratulidae,Polychaeta,Lumbrineriidae,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Cirratulidae,
1136,Isopoda *,Isopoda,Lysasterias_sp,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Isopoda?)
1137,Phytoplankton *,Phytoplankton,Lysasterias_sp,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,,
1138,Amphipoda *,Amphipoda,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Macronectes%20giganteus,
1139,Dissostichus_eleginoides,Fish_BenPel,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dissostichus%20eleginoides,
1140,Doryteuthis_gahi,Cephalopoda,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
1141,Doryteuthis_gahi,Cephalopoda,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45512099,
1142,Euphausia_spp,Zooplankton,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,Inferred from Euphausia_superba
1143,Micromesistius_australis,Fish_Pel,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1144,Necromass,Non-living,Macronectes_giganteus,SeaBirds,Scavenger,Necromass,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1145,Sprattus_fuegensis,Fish_Pel,Macronectes_giganteus,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1146,Dissostichus_eleginoides,Fish_BenPel,Macronectes_halli,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dissostichus%20eleginoides,
1147,Doryteuthis_gahi,Cephalopoda,Macronectes_halli,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
1148,Euphausia_spp,Zooplankton,Macronectes_halli,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,Inferred from Euphausia_superba
1149,Micromesistius_australis,Fish_Pel,Macronectes_halli,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1150,Necromass,Non-living,Macronectes_halli,SeaBirds,Scavenger,Necromass,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1151,Sprattus_fuegensis,Fish_Pel,Macronectes_halli,SeaBirds,Hunter,Heterotroph,Hunter_1983,https://doi.org/10.1111/j.1469-7998.1983.tb02813.x,
1152,Dictyocha_speculum,Silicoflagellates,Macrouridae *,Fish_BenPel,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dictyocha%20speculum,* need to be more specific (which Macrouridae?)
1153,Pelagobia_longicirrata,Polychaeta,Macrouridae *,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelagobia%20longicirrata,
1154,Actiniaria *,Cnidaria,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Actiniaria?)
1155,Amphipoda *,Amphipoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1156,Campylonotus_vagans,Decapoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1157,Coelorinchus_fasciatus,Fish_Demersal,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1158,Eukrohnia_hamata,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Chaetognatha
1159,Euphausia_spp,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Euphausiacea
1160,Holothuroidea *,Echinodermata,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1161,Iluocoetes_fimbriatus,Fish_Demersal,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1162,Isopoda *,Isopoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7309&genus=Macrourus&species=carinatus,* need to be more specific (which Isopoda?)
1163,Isopoda *,Isopoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Isopoda?)
1164,Ophiuroidea *,Echinodermata,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7309&genus=Macrourus&species=carinatus,* need to be more specific (which Ophiuroidea?)
1165,Pagurus_comptus,Decapoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7309&genus=Macrourus&species=carinatus,
1166,Pagurus_forceps,Decapoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7309&genus=Macrourus&species=carinatus,
1167,Patagonotothen_ramsayi,Fish_BenPel,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1168,Polychaeta *,Polychaeta,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46564612,* need to be more specific (which Polychaeta?)
1169,Pseudosagitta_gazellae,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Chaetognatha
1170,Serratosagitta_tasmanica,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Chaetognatha
1171,Sprattus_fuegensis,Fish_Pel,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1172,Thymops_birsteini,Decapoda,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1173,Tinerfe_cyanea,Zooplankton,Macrourus_carinatus,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Ctenophora
1174,Actiniaria *,Cnidaria,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Actiniaria?)
1175,Amphipoda *,Amphipoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,* need to be more specific (which Amphipoda?)
1176,Bivalvia *,Bivalvia,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Bivalvia?)
1177,Campylonotus_vagans,Decapoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1178,Copepoda *,Zooplankton,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,* need to be more specific (which Copepoda?)
1179,Decapoda *,Decapoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,* need to be more specific (which Decapoda?)
1180,Doryteuthis_gahi,Cephalopoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,
1181,Eteone_aurantiaca,Polychaeta,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phyllodocidae,
1182,Eteone_sp,Polychaeta,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phyllodocidae,
1183,Euphausia_spp,Zooplankton,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Euphausiacea
1184,Euphausia_spp,Zooplankton,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,
1185,Gastropoda *,Gastropoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Gastropoda?)
1186,Holothuroidea *,Echinodermata,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,* need to be more specific (which Holothuroidea?)
1187,Hydrozoa *,Cnidaria,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7320&genus=Macrourus&species=holotrachys,* need to be more specific (which Hydrozoa?)
1188,Lithodes_confundens,Decapoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Lithodidae
1189,Lithodes_couesi,Decapoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Lithodidae
1190,Lithodes_turkayi,Decapoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Lithodidae
1191,Necromass,Non-living,Macrourus_holotrachys,Fish_BenPel,Scavenger,Necromass,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1192,Ophiuroidea *,Echinodermata,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Ophiuroidea?)
1193,Polychaeta *,Polychaeta,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,* need to be more specific (which Polychaeta?)
1194,Thymops_birsteini,Decapoda,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
1195,Tinerfe_cyanea,Zooplankton,Macrourus_holotrachys,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,Inferred from Ctenophora
1196,Amphipoda *,Amphipoda,Macrourus_whitsoni,Fish_BenPel,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Macrourus%20whitsoni,
1197,Doryteuthis_gahi,Cephalopoda,Macrourus_whitsoni,Fish_BenPel,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Macrourus%20whitsoni,
1198,Euphausia_spp,Zooplankton,Macrourus_whitsoni,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7321&genus=Macrourus&species=whitsoni,
1199,Polychaeta *,Polychaeta,Macrourus_whitsoni,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7321&genus=Macrourus&species=whitsoni,* need to be more specific (which Polychaeta?)
1200,Phytoplankton *,Phytoplankton,Magellania_venosa,Brachiopoda,Suspension-feeder,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* need to be more specific (which Phytoplankton?)
1201,Bacillariophyceae *,Bacillariophyceae,Magelona_alleni,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Magelona,
1202,Detritus,Non-living,Magelona_alleni,Polychaeta,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Magelona,
1203,Phytoplankton *,Phytoplankton,Magelona_alleni,Polychaeta,Deposit-feeder,Primary producer,LeLoc’h_etal_2008,https://doi.org/10.1016/j.jmarsys.2007.05.011,
1204,Boccardia_sp,Polychaeta,Mancopsetta_maculata,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Boccardia,
1205,Euphausia_spp,Zooplankton,Mancopsetta_maculata,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7565&genus=Mancopsetta&species=maculata,
1206,Notophycis_marginata,Fish_BenPel,Mancopsetta_maculata,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7565&genus=Mancopsetta&species=maculata,
1207,Ophiuroidea *,Echinodermata,Mancopsetta_maculata,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7565&genus=Mancopsetta&species=maculata,* need to be more specific (which Ophiuroidea?)
1208,Polychaeta *,Polychaeta,Mangelia_michaelseni,Gastropoda,Hunter,Heterotroph,Pastorino_pers.com.,,* need to be more specific (which Polychaeta?)
1209,Amphipoda *,Amphipoda,Melanostigma_gelatinosum,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Melanostigma%20gelatinosum,* need to be more specific (which Amphipoda?)
1210,Cnidaria *,Cnidaria,Melanostigma_gelatinosum,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Melanostigma%20gelatinosum,* need to be more specific (which Cnidaria?)
1211,Copepoda *,Zooplankton,Melanostigma_gelatinosum,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Melanostigma%20gelatinosum,* need to be more specific (which Copepoda?)
1212,Decapoda *,Decapoda,Melanostigma_gelatinosum,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Melanostigma%20gelatinosum,* need to be more specific (which Decapoda?)
1213,Doryteuthis_gahi,Cephalopoda,Melanostigma_gelatinosum,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Melanostigma%20gelatinosum,
1214,Euphausia_spp,Zooplankton,Melanostigma_gelatinosum,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Melanostigma%20gelatinosum,
1215,Pseudosagitta_gazellae,Zooplankton,Melanostigma_gelatinosum,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Melanostigma%20gelatinosum,
1216,Detritus,Non-living,Meridiosignum_menziesi,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1217,Detritus,Non-living,Meridiosignum_undulatum,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1218,Dissostichus_eleginoides,Fish_BenPel,Mesoplodon_bowdoini,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1219,Micromesistius_australis,Fish_Pel,Mesoplodon_bowdoini,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1220,Dissostichus_eleginoides,Fish_BenPel,Mesoplodon_grayi,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
